# Inventario de endpoints — focux-backend @ 66ba467
# Recebido do agente de auditoria do backend em 2026-09-02. Nao editar a mao:
# regerar no repo do backend e substituir este arquivo inteiro.
#
# Formato: VERBO<TAB>path<TAB>flags<TAB>arquivo:linha
# TOTAL: 432 endpoints em 110 controllers
#
# flags (concatenadas, sem separador; a 1a e sempre A, C ou -):
#   A = @PreAuthorize no proprio metodo
#   C = @PreAuthorize herdado da classe
#   - = sem @PreAuthorize algum (37 casos; todos publicos por desenho)
#   R = @RateLimit e/ou @RateLimiter
#   O = @Operation (springdoc) com descricao
#   T = @Transactional no metodo do controller
#   P = devolve Page<> ou DTO de pagina (tem metadados de paginacao)
#   L = devolve List<> cru (sem paginacao)
#   M = devolve Map<> (contrato nao tipado)
#   E = devolve entidade JPA direto (sem DTO)
#
# Origem do tenant: 100% TenantContext. Zero endpoints aceitam personalId
# ou tenantId por path, query ou body — conferido nos 110 controllers.
POST	/api/auth/login/aluno	-RO	AuthController.java:206
POST	/api/auth/logout	-RO	AuthController.java:257
POST	/api/auth/refresh	-R	AuthController.java:250
POST	/api/auth/register/aluno	-R	AuthController.java:198
POST	/api/auth/register/personal	-RO	AuthController.java:181
POST	/api/auth/resetar-senha	-RO	AuthController.java:241
POST	/api/auth/resetar-senha/validar-codigo	-RO	AuthController.java:226
GET	/api/automacoes/home	CRO	AutomacoesHomeController.java:40
POST	/api/automacoes/templates/{templateId}/ativar	CE	AutomacaoController.java:20
POST	/api/automacoes/{fluxoId}/iniciar/{alunoId}	CE	AutomacaoController.java:30
GET	/api/automacoes/{fluxoId}/logs	CLE	AutomacaoController.java:25
POST	/api/backup/create	CR	BackupController.java:25
GET	/api/backup/list	CP	BackupController.java:31
GET	/api/backup/{backupId}	C	BackupController.java:36
GET	/api/broadcasts	CRL	BroadcastController.java:36
POST	/api/broadcasts	CR	BroadcastController.java:29
GET	/api/busca	CR	BuscaGlobalController.java:26
GET	/api/cancel-save/oferta	A	CancelSaveController.java:41
POST	/api/cancel-save/responder	AT	CancelSaveController.java:49
GET	/api/captura	AL	CapturaPublicaController.java:124
POST	/api/captura/publico/{slug}	-RT	CapturaPublicaController.java:72
GET	/api/captura/publico/{slug}/info	-R	CapturaPublicaController.java:54
POST	/api/captura/{id}/converter	AT	CapturaPublicaController.java:136
POST	/api/chat/aluno/enviar	A	ChatController.java:61
GET	/api/chat/aluno/historico	AL	ChatController.java:67
GET	/api/chat/aluno/historico/buscar	AL	ChatController.java:82
GET	/api/chat/aluno/historico/page	AP	ChatController.java:73
POST	/api/chat/aluno/marcar-lido	A	ChatController.java:96
DELETE	/api/chat/aluno/messages/{messageId}	A	ChatController.java:160
PATCH	/api/chat/aluno/messages/{messageId}	A	ChatController.java:147
POST	/api/chat/aluno/messages/{messageId}/reacao	A	ChatController.java:134
POST	/api/chat/conversas/{alunoId}/action	AR	ChatController.java:169
GET	/api/chat/conversas/{alunoId}/state	A	ChatController.java:180
POST	/api/chat/enviar	A	ChatController.java:55
GET	/api/chat/historico/{alunoId}	AL	ChatController.java:21
GET	/api/chat/historico/{alunoId}/buscar	AL	ChatController.java:37
POST	/api/chat/historico/{alunoId}/marcar-lido	A	ChatController.java:90
GET	/api/chat/historico/{alunoId}/page	AP	ChatController.java:27
GET	/api/chat/inbox	AP	ChatController.java:46
GET	/api/chat/inbox/archived	AL	ChatController.java:189
GET	/api/chat/inbox/home	CRO	ChatInboxHomeController.java:40
GET	/api/chat/inbox/search	ARL	ChatController.java:196
GET	/api/chat/inbox/unread	AL	ChatController.java:206
DELETE	/api/chat/messages/{messageId}	A	ChatController.java:128
PATCH	/api/chat/messages/{messageId}	A	ChatController.java:115
POST	/api/chat/messages/{messageId}/reacao	A	ChatController.java:102
GET	/api/checkin/historico	CL	CheckinController.java:57
POST	/api/checkin/iniciar	C	CheckinController.java:28
GET	/api/checkin/meus-treinos	CL	CheckinController.java:23
GET	/api/checkin/personal/home	CRO	CheckinPersonalHomeController.java:40
GET	/api/checkin/{id}	C	CheckinController.java:62
PUT	/api/checkin/{id}/concluir	C	CheckinController.java:52
PUT	/api/checkin/{id}/exercicio/{treinoExercicioId}	C	CheckinController.java:34
POST	/api/checkin/{id}/exercicio/{treinoExercicioId}/series	C	CheckinController.java:43
GET	/api/coach-proativo/mensagens	AL	CoachProativoController.java:27
POST	/api/coach-proativo/mensagens/{id}/lido	AT	CoachProativoController.java:38
GET	/api/comunidade/grupos	CLE	ComunidadeController.java:35
POST	/api/comunidade/grupos	AE	ComunidadeController.java:28
DELETE	/api/comunidade/grupos/{grupoId}/block/{alunoId}	A	ComunidadeController.java:120
POST	/api/comunidade/grupos/{grupoId}/block/{alunoId}	AE	ComunidadeController.java:112
POST	/api/comunidade/grupos/{grupoId}/entrar	AE	ComunidadeController.java:43
GET	/api/comunidade/grupos/{grupoId}/posts	CLE	ComunidadeController.java:63
POST	/api/comunidade/grupos/{grupoId}/posts	CE	ComunidadeController.java:55
GET	/api/comunidade/meus-grupos	ALE	ComunidadeController.java:49
GET	/api/comunidade/moderacao/denuncias	ALE	ComunidadeController.java:86
POST	/api/comunidade/moderacao/denuncias/{denunciaId}/resolver	A	ComunidadeController.java:92
DELETE	/api/comunidade/posts/{postId}	A	ComunidadeController.java:102
POST	/api/comunidade/posts/{postId}/report	CE	ComunidadeController.java:77
POST	/api/convites/gerar	ARO	ConviteController.java:37
GET	/api/convites/home	ARO	ConviteController.java:28
GET	/api/convites/validar/{token}	-RO	ConviteController.java:47
GET	/api/dashboard/aluno/home	CRO	AlunoDashboardController.java:40
POST	/api/dashboard/command-center/actions/complete	CRO	DashboardController.java:99
GET	/api/dashboard/command-center/actions/ia	CRO	DashboardController.java:90
POST	/api/dashboard/command-center/actions/reopen	CRO	DashboardController.java:106
POST	/api/dashboard/command-center/actions/snooze	CRO	DashboardController.java:113
GET	/api/dashboard/focux-score/snapshots	CRL	DashboardController.java:84
POST	/api/dashboard/focux-score/snapshots/run	CRL	DashboardController.java:78
GET	/api/dashboard/home	CRO	DashboardController.java:53
GET	/api/dashboard/qualidade	CR	DashboardController.java:120
GET	/api/depoimentos	AL	DepoimentoController.java:20
POST	/api/depoimentos	A	DepoimentoController.java:14
GET	/api/desafios	ALE	DesafioController.java:20
POST	/api/desafios	AE	DesafioController.java:26
GET	/api/desafios/{id}/leaderboard	AL	DesafioController.java:38
POST	/api/desafios/{id}/participar	AE	DesafioController.java:32
GET	/api/dunning/home	CRO	DunningHomeController.java:45
POST	/api/dunning/registrar-falha	AE	DunningController.java:30
POST	/api/dunning/{falhaId}/recuperado	ARO	DunningController.java:39
POST	/api/engajamento/disparar-inatividade	C	EngajamentoController.java:20
GET	/api/exercicios	CL	ExercicioController.java:119
POST	/api/exercicios	C	ExercicioController.java:63
PATCH	/api/exercicios/curadoria-editorial/lote	C	ExercicioController.java:244
PATCH	/api/exercicios/curadoria/lote	C	ExercicioController.java:239
GET	/api/exercicios/curadoria/midias/historico	CL	ExercicioController.java:259
POST	/api/exercicios/curadoria/midias/importar	C	ExercicioController.java:249
POST	/api/exercicios/curadoria/midias/preview	C	ExercicioController.java:254
GET	/api/exercicios/curadoria/resumo	C	ExercicioController.java:234
POST	/api/exercicios/importar	C	ExercicioController.java:69
POST	/api/exercicios/importar/seed/premium/v1	C	ExercicioController.java:80
POST	/api/exercicios/importar/seed/v1	C	ExercicioController.java:74
GET	/api/exercicios/picker	COP	ExercicioController.java:194
GET	/api/exercicios/picker/stats	CO	ExercicioController.java:228
POST	/api/exercicios/seed/curated/v2/enriquecer	C	ExercicioController.java:107
POST	/api/exercicios/seed/curated/v2/import	CR	ExercicioController.java:88
GET	/api/exercicios/seed/curated/v2/preview	CR	ExercicioController.java:97
POST	/api/exercicios/seed/curated/v2/publicar-midias	C	ExercicioController.java:113
GET	/api/exercicios/v2	CRP	ExercicioController.java:149
DELETE	/api/exercicios/{id}	C	ExercicioController.java:274
GET	/api/exercicios/{id}	C	ExercicioController.java:264
PUT	/api/exercicios/{id}	C	ExercicioController.java:269
PATCH	/api/exercicios/{id}/curadoria-editorial	C	ExercicioController.java:280
DELETE	/api/exercicios/{id}/favoritar	C	ExercicioController.java:348
POST	/api/exercicios/{id}/favoritar	C	ExercicioController.java:342
POST	/api/exercicios/{id}/gif	C	ExercicioController.java:287
DELETE	/api/exercicios/{id}/video	CRO	ExercicioController.java:326
POST	/api/exercicios/{id}/video	CRO	ExercicioController.java:300
GET	/api/exportacao/dados	CR	ExportacaoController.java:25
DELETE	/api/fcm/token	C	FcmController.java:34
POST	/api/fcm/token	C	FcmController.java:23
GET	/api/feed	AROL	FeedController.java:24
POST	/api/feed	ARO	FeedController.java:32
GET	/api/feed/aluno	AL	FeedController.java:58
DELETE	/api/feed/{id}	ARO	FeedController.java:40
PATCH	/api/feed/{id}/fixar	ARO	FeedController.java:50
GET	/api/feed/{postId}/comentarios	AL	FeedController.java:80
POST	/api/feed/{postId}/comentarios	A	FeedController.java:73
POST	/api/feed/{postId}/curtir	A	FeedController.java:65
GET	/api/feedback-videos	AL	FeedbackVideoController.java:24
POST	/api/feedback-videos	AR	FeedbackVideoController.java:36
GET	/api/feedback-videos/aluno/{alunoId}	AL	FeedbackVideoController.java:30
GET	/api/feedback-videos/me	AL	FeedbackVideoController.java:52
POST	/api/feedback-videos/me	AR	FeedbackVideoController.java:58
GET	/api/feedback-videos/me/exercicios-disponiveis	AL	FeedbackVideoController.java:67
DELETE	/api/feedback-videos/{id}	A	FeedbackVideoController.java:45
GET	/api/financeiro/home	CRO	FinanceiroHomeController.java:43
POST	/api/financeiro/lote/marcar-pago	C	FinanceiroLoteController.java:22
GET	/api/financeiro/mensalidades	CROP	MensalidadeController.java:37
POST	/api/financeiro/mensalidades	CRO	MensalidadeController.java:56
GET	/api/financeiro/mensalidades/aluno/minhas	AROP	MensalidadeController.java:26
GET	/api/financeiro/mensalidades/aluno/{alunoId}	CL	MensalidadeController.java:51
PATCH	/api/financeiro/mensalidades/atualizar-atrasos	CR	MensalidadeController.java:78
POST	/api/financeiro/mensalidades/lote-pago	CR	MensalidadeController.java:71
POST	/api/financeiro/mensalidades/marcar-atrasadas	CR	MensalidadeController.java:84
GET	/api/financeiro/mensalidades/resumo-mensal	C	MensalidadeController.java:117
PUT	/api/financeiro/mensalidades/{id}	CRO	MensalidadeController.java:110
POST	/api/financeiro/mensalidades/{id}/cobrar-chat	CR	MensalidadeController.java:127
GET	/api/financeiro/mensalidades/{id}/contatos	CL	MensalidadeController.java:105
PUT	/api/financeiro/mensalidades/{id}/pagar	CRO	MensalidadeController.java:64
POST	/api/financeiro/mensalidades/{id}/pix	CRO	MensalidadeController.java:90
POST	/api/financeiro/mensalidades/{id}/registrar-contato	CR	MensalidadeController.java:97
GET	/api/gamificacao	C	GamificacaoController.java:22
GET	/api/gamificacao/referral	C	GamificacaoController.java:31
POST	/api/gamificacao/referral/usar	C	GamificacaoController.java:40
GET	/api/grupo-aulas	AL	GrupoAulaController.java:36
POST	/api/grupo-aulas	AT	GrupoAulaController.java:56
GET	/api/grupo-aulas/disponiveis	AL	GrupoAulaController.java:43
POST	/api/grupo-aulas/{aulaId}/inscrever	AT	GrupoAulaController.java:74
DELETE	/api/grupo-aulas/{aulaId}/inscricao	AT	GrupoAulaController.java:102
POST	/api/habitos	AT	HabitoController.java:63
GET	/api/habitos/compliance	AL	HabitoController.java:108
GET	/api/habitos/home	CRO	HabitosHomeController.java:40
GET	/api/habitos/me	AL	HabitoController.java:132
POST	/api/habitos/me/{habitoId}/check	AT	HabitoController.java:165
GET	/api/habitos/streaks/{alunoId}	AL	HabitoController.java:114
GET	/api/habitos/templates	AL	HabitoController.java:56
DELETE	/api/habitos/{id}	AT	HabitoController.java:93
POST	/api/ia/chat	AR	IaController.java:59
POST	/api/ia/confirmar-publicar/{alunoId}	A	IaController.java:85
POST	/api/ia/copiloto/acao/executar	CRO	IaCopilotoController.java:39
POST	/api/ia/copiloto/acoes	CRO	IaCopilotoController.java:47
GET	/api/ia/copiloto/analise-performance/{alunoId}	AR	IaController.java:119
GET	/api/ia/copiloto/home	CRO	IaCopilotoHomeController.java:40
GET	/api/ia/copiloto/insights	CROL	IaCopilotoController.java:55
GET	/api/ia/copiloto/proxima-acao/{alunoId}	CRO	IaCopilotoController.java:31
POST	/api/ia/gerar-treino	AR	IaController.java:29
POST	/api/ia/progressao-carga	AR	IaController.java:50
GET	/api/ia/progressao/sugestoes	AL	IaController.java:93
POST	/api/ia/progressao/sugestoes/{id}/aceitar	A	IaController.java:105
POST	/api/ia/progressao/sugestoes/{id}/rejeitar	A	IaController.java:111
GET	/api/iap/health	C	IapController.java:84
POST	/api/iap/verify	CRT	IapController.java:99
GET	/api/leads	CL	LeadController.java:28
POST	/api/leads	CRO	LeadController.java:33
GET	/api/leads/home	CRO	LeadsHomeController.java:40
DELETE	/api/leads/{id}	C	LeadController.java:51
GET	/api/leads/{id}	C	LeadController.java:41
PUT	/api/leads/{id}	C	LeadController.java:46
POST	/api/leads/{id}/converter	C	LeadController.java:57
GET	/api/leads/{id}/interacoes	CL	LeadController.java:64
POST	/api/leads/{id}/interacoes	C	LeadController.java:69
GET	/api/lgpd/me/consent	AR	LgpdController.java:108
POST	/api/lgpd/me/consent	AR	LgpdController.java:98
DELETE	/api/lgpd/me/delete	ARO	LgpdController.java:71
GET	/api/lgpd/me/export	AR	LgpdController.java:40
GET	/api/lgpd/me/export/aluno	AR	LgpdController.java:55
POST	/api/loja/checkout	A	LojaController.java:31
GET	/api/loja/home	CRO	LojaHomeController.java:40
GET	/api/loja/pedidos	ALE	LojaController.java:25
POST	/api/loja/pedidos/{id}/confirmar	AE	LojaController.java:55
GET	/api/loja/publico/{slug}	-L	LojaController.java:61
POST	/api/loja/publico/{slug}/checkout	-R	LojaController.java:37
GET	/api/notificacoes	CROP	NotificacaoAppController.java:43
PUT	/api/notificacoes/ler-todas	CRO	NotificacaoAppController.java:79
GET	/api/notificacoes/nao-lidas/total	CRO	NotificacaoAppController.java:65
PUT	/api/notificacoes/{id}/ler	CRO	NotificacaoAppController.java:72
POST	/api/nps	AT	NpsController.java:36
GET	/api/nps/deve-responder	A	NpsController.java:57
GET	/api/nps/home	CRO	NpsHomeController.java:40
GET	/api/onboarding/guide	CRO	OnboardingController.java:49
GET	/api/onboarding/status	CRO	OnboardingController.java:42
GET	/api/onboarding/wizard	CRO	OnboardingController.java:56
POST	/api/onboarding/wizard/completo	CRO	OnboardingController.java:77
GET	/api/pacotes	AROL	PacoteController.java:24
POST	/api/pacotes	ARO	PacoteController.java:32
GET	/api/pacotes/home	CRO	PacotesHomeController.java:40
GET	/api/pacotes/publico/{slug}	-RL	PacoteController.java:56
DELETE	/api/pacotes/{id}	ARO	PacoteController.java:48
PUT	/api/pacotes/{id}	ARO	PacoteController.java:40
POST	/api/pagamentos/preapproval/{planoId}	C	PagamentoController.java:26
POST	/api/pagamentos/preferencia/{planoId}	C	PagamentoController.java:20
GET	/api/personal/alunos/{alunoId}/saude/recovery	C	PersonalAlunoHealthController.java:24
GET	/api/personal/depoimentos	AL	DepoimentoController.java:26
PUT	/api/personal/depoimentos/{id}/aprovar	A	DepoimentoController.java:32
GET	/api/personal/gallery	CL	GalleryController.java:17
POST	/api/personal/gallery	C	GalleryController.java:20
DELETE	/api/personal/gallery/{id}	C	GalleryController.java:25
PUT	/api/personal/identidade	CRO	PersonalController.java:72
POST	/api/personal/landing/aplicar-preset	C	PersonalLandingController.java:30
GET	/api/personal/landing/checklist	C	PersonalLandingController.java:41
POST	/api/personal/landing/gerar-hero	C	PersonalLandingController.java:36
GET	/api/personal/landing/presets	CL	PersonalLandingController.java:25
GET	/api/personal/perfil	CRO	PersonalController.java:37
PUT	/api/personal/perfil	CRO	PersonalController.java:58
POST	/api/personal/trial/enterprise/activate	C	TrialController.java:49
GET	/api/personal/trial/enterprise/preview	C	TrialController.java:44
POST	/api/personal/trial/start	C	TrialController.java:28
GET	/api/personal/trial/status	C	TrialController.java:39
PUT	/api/personal/wallet	CRO	PersonalController.java:65
GET	/api/personal/white-label	C	WhiteLabelController.java:22
PUT	/api/personal/white-label	C	WhiteLabelController.java:27
POST	/api/personal/white-label/verificar-dominio	C	WhiteLabelController.java:32
POST	/api/planos-sucesso	CE	PlanoSucessoController.java:23
GET	/api/planos-sucesso/aluno/{alunoId}	CE	PlanoSucessoController.java:29
PATCH	/api/planos-sucesso/marcos/{marcoId}/atingir	CE	PlanoSucessoController.java:34
PATCH	/api/planos-sucesso/{planoId}/revisar	CE	PlanoSucessoController.java:39
GET	/api/planos/contexto-aluno	A	PlanoSaasController.java:90
GET	/api/planos/me	ARO	PlanoSaasController.java:42
GET	/api/planos/paywall/home	CRO	PlanosPaywallHomeController.java:39
POST	/api/planos/reconcile	A	PlanoSaasController.java:76
GET	/api/pose-coach/status	A	PoseCoachController.java:31
POST	/api/pql/eventos/{tipo}	A	PqlController.java:23
GET	/api/pql/me	A	PqlController.java:17
GET	/api/pricing/recomendacao	A	SmartPricingController.java:25
GET	/api/public/brand/pulse	-RO	PublicBrandPulseController.java:23
GET	/api/public/health	-	PublicHealthController.java:13
GET	/api/public/ical/aluno/{token}.ics	-RT	IcalExportController.java:136
GET	/api/public/ical/{token}.ics	-RT	IcalExportController.java:104
GET	/api/public/personal/{slug}	-R	PublicPersonalController.java:55
GET	/api/public/personal/{slug}/depoimentos/live	-RL	PublicPersonalController.java:136
POST	/api/public/personal/{slug}/eventos	-R	PublicPersonalController.java:165
GET	/api/public/resolve-domain	-R	PublicPersonalController.java:201
GET	/api/ranking	CL	RankingController.java:29
GET	/api/ranking/top3	CL	RankingController.java:34
GET	/api/rbac/permissoes	CLE	RbacController.java:23
PUT	/api/rbac/permissoes	CE	RbacController.java:29
DELETE	/api/rbac/permissoes/{recurso}	C	RbacController.java:35
GET	/api/rbac/verificar	C	RbacController.java:42
GET	/api/recorrencia	AL	RecorrenciaAlunoController.java:27
POST	/api/recorrencia	A	RecorrenciaAlunoController.java:20
GET	/api/recorrencia/minha	A	RecorrenciaAlunoController.java:33
GET	/api/referral	CR	ReferralController.java:19
GET	/api/referral/validar/{codigo}	CR	ReferralController.java:25
GET	/api/relatorio/business	CRO	BusinessReportsController.java:28
GET	/api/relatorios/aderencia/{alunoId}	CRO	RelatorioController.java:30
GET	/api/relatorios/resumo-global	CRO	RelatorioController.java:43
GET	/api/relatorios/{alunoId}/home	CRO	RelatoriosHomeController.java:47
GET	/api/retencao/base	CL	RetencaoController.java:25
POST	/api/retencao/calcular	C	RetencaoController.java:33
POST	/api/suporte/analisar-erro	CRO	SuporteController.java:55
POST	/api/suporte/chat	CRO	SuporteController.java:46
POST	/api/suporte/tickets	CRO	SuporteController.java:30
GET	/api/suporte/tickets/meus	CROL	SuporteController.java:38
GET	/api/templates	CLE	TemplateController.java:25
POST	/api/templates	CE	TemplateController.java:34
DELETE	/api/templates/{id}	C	TemplateController.java:46
GET	/api/tenant/membros	CL	TenantMembroController.java:47
POST	/api/tenant/membros	CT	TenantMembroController.java:60
DELETE	/api/tenant/membros/{id}	CT	TenantMembroController.java:132
PUT	/api/tenant/membros/{id}	CT	TenantMembroController.java:101
POST	/api/treinos	CR	TreinoController.java:44
GET	/api/treinos/home	CRO	TreinosHomeController.java:40
GET	/api/treinos/templates	CRL	TreinoController.java:174
DELETE	/api/treinos/{id}	CR	TreinoController.java:93
GET	/api/treinos/{id}	CRO	TreinoController.java:51
POST	/api/treinos/{id}/clonar-para-aluno	CR	TreinoController.java:166
POST	/api/treinos/{id}/duplicar	CR	TreinoController.java:159
POST	/api/treinos/{id}/exercicios	CR	TreinoController.java:72
PATCH	/api/treinos/{id}/exercicios/ordem	CR	TreinoController.java:107
DELETE	/api/treinos/{id}/exercicios/{itemId}	CR	TreinoController.java:100
PATCH	/api/treinos/{id}/exercicios/{itemId}	CRO	TreinoController.java:114
POST	/api/treinos/{id}/exercicios/{itemId}/duplicar	CR	TreinoController.java:138
GET	/api/treinos/{id}/picker/home	CRO	TreinoPickerHomeController.java:41
POST	/api/treinos/{id}/template	CR	TreinoController.java:152
POST	/api/treinos/{treinoId}/alunos/{alunoId}	CR	TreinoController.java:80
POST	/api/trilhas	AR	TrilhaProgressoController.java:47
GET	/api/trilhas/aluno/{alunoId}	AL	TrilhaProgressoController.java:24
GET	/api/trilhas/minhas	AL	TrilhaProgressoController.java:34
DELETE	/api/trilhas/{trilhaId}	AR	TrilhaProgressoController.java:70
POST	/api/trilhas/{trilhaId}/marcos/{marcoId}/concluir	AR	TrilhaProgressoController.java:62
PUT	/api/trilhas/{trilhaId}/progresso	A	TrilhaProgressoController.java:55
